Business Name,Area,Category,Google Maps URL,Address,Phone,Website,Rating,Review Count,Plus Code,Hours,Error,_l2_gmaps_url,_l2_gmaps_error,_l2_homepage_title,_l2_homepage_description,_l2_homepage_emails,_l2_homepage_phones,_l2_homepage_linkedin,_l2_homepage_facebook,_l2_homepage_twitter,_l2_homepage_instagram,_l2_homepage_youtube,_l2_homepage_github,_l2_homepage_contact_url,_l2_homepage_about_url,_l2_homepage_careers_url,_l2_homepage_blog_url,_l2_homepage_tech_stack,_l2_homepage_founded_year,_l2_homepage_employee_count,_l2_homepage_headquarters,_l2_homepage_error,_l2_enriched_at,_firmographic_query,_firmographic_sources,_firmographic_errors,legal_name,registration_number,jurisdiction,incorporation_date,company_status,company_type,official_website,industry,sic_code,employee_count,headquarters,officers
Sri Aditya Le Grandiose,Jubilee Hills,apartments,https://www.google.com/maps/place/Sri+Aditya+Le+Grandiose/data=!4m7!3m6!1s0x3bcb97ada2cbf1ad:0xcd1ca1ebe8e7be21!8m2!3d17.4093546!4d78.4019753!16s%2Fg%2F11qgqxh2t0!19sChIJrfHLoq2XyzsRIb7n6OuhHM0?authuser=0&hl=en&rclk=1,"Road No. 82, Senore Colony, Aparna Senore Valley Villas, Ambedkar Nagar, Jubilee Hills, Hyderabad, Telangana 500096",,,4.9,26,"CC52+PQ Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Sri Aditya Le Grandiose,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Sri+Aditya+Le+Grandiose&per_page=5,,,,,,,,,,,,
Serenity Apartments,Jubilee Hills,apartments,https://www.google.com/maps/place/Serenity+Apartments/data=!4m7!3m6!1s0x3bcb9130d7beba51:0x9d3295956bf275ff!8m2!3d17.4325887!4d78.4132631!16s%2Fg%2F11gh34jv7_!19sChIJUbq-1zCRyzsR_3Xya5WVMp0?authuser=0&hl=en&rclk=1,"Plot no, 415 A, Road No. 22, Jubilee Hills, Hyderabad, Telangana 500033",,,4.6,15,"CCM7+28 Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Serenity Apartments,Wikidata,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Serenity+Apartments&per_page=5,Serenity Apartments,,Spain,,,,https://serenityapartments.es/en/,,,,,
Oakwood Apartments,Jubilee Hills,apartments,https://www.google.com/maps/place/Oakwood+Apartments/data=!4m7!3m6!1s0x3bcb914addc51359:0x38e2b551261c7513!8m2!3d17.4246423!4d78.4045295!16s%2Fg%2F11ddxnnw_g!19sChIJWRPF3UqRyzsRE3UcJlG14jg?authuser=0&hl=en&rclk=1,"Plot No. 29 30 & 44, Phase-2, Road No. 69, F, Nandagiri Hills, Jubilee Hills, Hyderabad, Telangana 500033",,,4.5,25,"CCF3+VR Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Oakwood Apartments,Wikidata,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Oakwood+Apartments&per_page=5,Oakwood PIK Jakarta,,Indonesia,,,,,,,,,
The World at Jubilee Hills,Jubilee Hills,apartments,https://www.google.com/maps/place/The+World+at+Jubilee+Hills/data=!4m7!3m6!1s0x3bcb97fdbbb6ebc9:0xec8a1e56cfef1545!8m2!3d17.4129108!4d78.4038665!16s%2Fg%2F11t6psx13g!19sChIJyeu2u_2XyzsRRRXvz1Yeiuw?authuser=0&hl=en&rclk=1,"446/A, Rd No 19, Jubilee Hills, Hyderabad, Telangana 500033",089775 48410,,4.7,31,"CCJ6+85 Hyderabad, Telangana",· Opens 9:30 am; Wednesday 9:30 am–6 pm; Thursday 9:30 am–6 pm; Friday 9:30 am–6 pm; Saturday 9:30 am–6 pm; Sunday 9:30 am–6 pm; Monday 9:30 am–6 pm; Tuesday 9:30 am–6 pm,,https://www.google.com/maps/place/The+World+Experience+Centre/data=!4m7!3m6!1s0x3bcb919b8fda0573:0xb57c6009e5f57ead!8m2!3d17.4308527!4d78.4104101!16s%2Fg%2F11s8y42x0m!19sChIJcwXaj5uRyzsRrX715QlgfLU?authuser=0&hl=en&rclk=1,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,The World at Jubilee Hills,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=The+World+at+Jubilee+Hills&per_page=5,,,,,,,,,,,,
Jubilee Hills Flat,Jubilee Hills,apartments,https://www.google.com/maps/place/Jubilee+Hills+Flat/data=!4m7!3m6!1s0x3bcb9754c2cbcedd:0x119aee32757ee6b!8m2!3d17.4211296!4d78.4078113!16s%2Fg%2F11pqcmpnbc!19sChIJ3c7LwlSXyzsRa-5XJ-OuGQE?authuser=0&hl=en&rclk=1,"55/A, Rd Number 71, Navanirman Nagar Colony, Jubilee Hills, Hyderabad, Telangana 500096",,,5.0,2,"CCC5+F4 Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Jubilee Hills Flat,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Jubilee+Hills+Flat&per_page=5,,,,,,,,,,,,
Olive Service Apartments - Jubilee Hills Hyderabad,Jubilee Hills,apartments,https://www.google.com/maps/place/Olive+Service+Apartments+-+Jubilee+Hills+Hyderabad/data=!4m7!3m6!1s0x3bcb96cb348e7ca5:0xc373fd6c0bb5b285!8m2!3d17.4209092!4d78.4102668!16s%2Fg%2F11dz3m91xv!19sChIJpXyONMuWyzsRhbK1C2z9c8M?authuser=0&hl=en&rclk=1,"Bus Stop, A-125, Road Number 70, Lane, Journalist Colony, Jubilee Hills, Hyderabad, Telangana 500096",090656 50650,,4.3,68,"CCC6+94 Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Olive Service Apartments - Jubilee Hills Hyderabad,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Olive+Service+Apartments+-+Jubilee+Hills+Hyderabad&per_page=5,,,,,,,,,,,,
Swatch Apartments,Jubilee Hills,apartments,https://www.google.com/maps/place/Swatch+Apartments/data=!4m7!3m6!1s0x3bcb9135819a563f:0xf960a8f106c6ce02!8m2!3d17.4265089!4d78.4074115!16s%2Fg%2F11cllhbw5d!19sChIJP1aagTWRyzsRAs7GBvGoYPk?authuser=0&hl=en&rclk=1,"Plot no, 1186, Road No. 45 Jubilee Hills, Jubilee Hills, Hyderabad, Telangana 500033",,,3.7,3,"CCG4+JX Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Swatch Apartments,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Swatch+Apartments&per_page=5,,,,,,,,,,,,
Aditya's Hill Crest (Luxury Select),Jubilee Hills,apartments,https://www.google.com/maps/place/Aditya%27s+Hill+Crest+%28Luxury+Select%29/data=!4m7!3m6!1s0x3bcb914add2c7101:0xd610a693dcf4a29e!8m2!3d17.4244223!4d78.4047805!16s%2Fg%2F11c60j7_qq!19sChIJAXEs3UqRyzsRnqL03JOmENY?authuser=0&hl=en&rclk=1,"Plot 51 to 53, Road No: 69 F HUDA Nandagiri Hills Opp Oakwood Apartments, Adj to Niharika Hill Ridge Apartments, Jubilee Hills, Hyderabad, Telangana 500033",,,4.2,9,"CCF3+QW Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Aditya's Hill Crest (Luxury Select),,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Aditya%27s+Hill+Crest+%28Luxury+Select%29&per_page=5,,,,,,,,,,,,
Fortune Exotica,Jubilee Hills,apartments,https://www.google.com/maps/place/Fortune+Exotica/data=!4m7!3m6!1s0x3bcb914b0e103143:0xdfc9b18d939d8169!8m2!3d17.4253933!4d78.4031223!16s%2Fg%2F11btxl55kw!19sChIJQzEQDkuRyzsRaYGdk42xyd8?authuser=0&hl=en&rclk=1,"CCG3+565, Road No. 69, HUDA Enclave, Jubilee Hills, Hyderabad, Telangana 500033",079976 66630,,4.4,14,"CCG3+565, Road No. 69, HUDA Enclave, Jubilee Hills, Hyderabad, Telangana 500033",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Fortune Exotica,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Fortune+Exotica&per_page=5,,,,,,,,,,,,
Exotica Banjara Hills,Banjara Hills,restaurants,https://www.google.com/maps/place/Exotica+Banjara+Hills/data=!4m7!3m6!1s0x3bcb97614e0b460b:0x1f0e1cd374621396!8m2!3d17.4104255!4d78.4374572!16s%2Fg%2F11btvl7c4b!19sChIJC0YLTmGXyzsRlhNidNMcDh8?authuser=0&hl=en&rclk=1,"5th Floor, 12th Square Building, NBT Nagar, Banjara Hills, Hyderabad, Telangana 500034",096521 15500,,4.3,"10,974","CC6P+5X Hyderabad, Telangana",Wednesday 12–3:30 pm; Thursday 12–3:30 pm; Friday 12–3:30 pm; Saturday 12–3:30 pm; Sunday 12–3:30 pm; Monday 12–3:30 pm; Tuesday 12–3:30 pm,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Exotica Banjara Hills,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Exotica+Banjara+Hills&per_page=5,,,,,,,,,,,,
Parampara - Flavours Of India,Banjara Hills,restaurants,https://www.google.com/maps/place/Parampara+-+Flavours+Of+India/data=!4m7!3m6!1s0x3bcb971f95536c0f:0x683cc3681f87b506!8m2!3d17.4150787!4d78.4501365!16s%2Fg%2F11mvq3cdzc!19sChIJD2xTlR-XyzsRBrWHH2jDPGg?authuser=0&hl=en&rclk=1,"ANR Centre, Road No. 1, Naveen Nagar, Banjara Hills, Hyderabad, Telangana 500034",080749 32383,,4.6,"16,134","CF82+23 Hyderabad, Telangana",Wednesday 12–11:30 pm; Thursday 12–11:30 pm; Friday 12–11:30 pm; Saturday 12–11:30 pm; Sunday 12–11:30 pm; Monday 12–11:30 pm; Tuesday 12–11:30 pm,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Parampara - Flavours Of India,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Parampara+-+Flavours+Of+India&per_page=5,,,,,,,,,,,,
Golden Pavilion Fine Dine Restaurant,Banjara Hills,restaurants,https://www.google.com/maps/place/Golden+Pavilion+Fine+Dine+Restaurant/data=!4m7!3m6!1s0x3bcb97607d3d9a43:0x303b187075ceee9f!8m2!3d17.4141015!4d78.4234799!16s%2Fg%2F11lcb8p7tz!19sChIJQ5o9fWCXyzsRn-7OdXAYOzA?authuser=0&hl=en&rclk=1,"Plot No 283-A, Road No. 12, MLA Colony, Banjara Hills, Hyderabad, Telangana 500028",082470 31311,,4.6,"1,685","CC7F+J9 Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Golden Pavilion Fine Dine Restaurant,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Golden+Pavilion+Fine+Dine+Restaurant&per_page=5,,,,,,,,,,,,
Pakka Local,Banjara Hills,restaurants,https://www.google.com/maps/place/Pakka+Local/data=!4m7!3m6!1s0x3bcb97409f40ad13:0xe16af1c020e182f4!8m2!3d17.4185316!4d78.4449637!16s%2Fg%2F11fb0k1jn4!19sChIJE61An0CXyzsR9ILhIMDxauE?authuser=0&hl=en&rclk=1,"plot no.98, Rd Number 7, Imam Khomeini Rd, Banjara Hills, Hyderabad, Telangana 500034",096140 30405,,4.3,"5,217","CC9V+CX Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Pakka Local,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Pakka+Local&per_page=5,,,,,,,,,,,,
The Bun-Wigi,Banjara Hills,restaurants,https://www.google.com/maps/place/The+Bun-Wigi/data=!4m7!3m6!1s0x3bcb9792e64f32eb:0xe98722bf94b046ed!8m2!3d17.4164662!4d78.4406237!16s%2Fg%2F11yr3czq38!19sChIJ6zJP5pKXyzsR7UawlL8ih-k?authuser=0&hl=en&rclk=1,"8-2, 602/C, Road No. 10, Zahara Nagar, Banjara Hills, Hyderabad, Telangana 500034",078429 42727,,4.7,196,"CC8R+H6 Hyderabad, Telangana",· Opens 12:30 pm; Wednesday 12:30–11:30 pm; Thursday 12:30–11:30 pm; Friday 12:30–11:30 pm; Saturday 12:30–11:30 pm; Sunday 12:30–11:30 pm; Monday 12:30–11:30 pm; Tuesday 12:30–11:30 pm,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,The Bun-Wigi,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=The+Bun-Wigi&per_page=5,,,,,,,,,,,,
The Nawaab's Restaurant,Banjara Hills,restaurants,https://www.google.com/maps/place/The+Nawaab%27s+Restaurant/data=!4m7!3m6!1s0x3bcb97df86c1fa47:0x65f094dfc0989419!8m2!3d17.4132269!4d78.4283311!16s%2Fg%2F11sjpgv_q6!19sChIJR_rBht-XyzsRGZSYwN-U8GU?authuser=0&hl=en&rclk=1,"3/136, Banjara Basthi, Anjaiah Nagar, Gachibowli, Hyderabad, Telangana 500032",081796 44836,,4.2,"15,928","C9X7+HH Hyderabad, Telangana",Wednesday 12–11:30 pm; Thursday 12–11:30 pm; Friday 12–11:30 pm; Saturday 12–11:30 pm; Sunday 12–11:30 pm; Monday 12–11:30 pm; Tuesday 12–11:30 pm,,https://www.google.com/maps/place/The+Nawaab%27s+Restaurant/data=!4m7!3m6!1s0x3bcb93ab7d8bcc7f:0xf8de83173cd01211!8m2!3d17.4489308!4d78.3639949!16s%2Fg%2F11fswl28sz!19sChIJf8yLfauTyzsRERLQPBeD3vg?authuser=0&hl=en&rclk=1,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,The Nawaab's Restaurant,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=The+Nawaab%27s+Restaurant&per_page=5,,,,,,,,,,,,
Ohri's Eatmor Banjara Hills,Banjara Hills,restaurants,https://www.google.com/maps/place/Ohri%27s+Eatmor+Banjara+Hills/data=!4m7!3m6!1s0x3bcb97249acdb6d7:0xe7b0ef998e56dfe9!8m2!3d17.4083838!4d78.4389468!16s%2Fg%2F1tf6f2hq!19sChIJ17bNmiSXyzsR6d9WjpnvsOc?authuser=0&hl=en&rclk=1,"Door No. 8 Ground Floor, 2-682/3, Road No. 12, Fortune Enclave, Sri Ram Nagar Colony, Banjara Hills, Hyderabad, Telangana 500028",076750 83377,,3.9,"1,814","CC5Q+9H Hyderabad, Telangana",· Closes 3 am · Reopens 7:30 am; Tuesday 7:30 am–3 am; Wednesday 7:30 am–3 am; Thursday 7:30 am–3 am; Friday 7:30 am–3 am; Saturday 7:30 am–3 am; Sunday 7:30 am–3 am; Monday 7:30 am–3 am,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Ohri's Eatmor Banjara Hills,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Ohri%27s+Eatmor+Banjara+Hills&per_page=5,,,,,,,,,,,,
Levant® Restaurant,Banjara Hills,restaurants,https://www.google.com/maps/place/Levant%C2%AE+Restaurant/data=!4m7!3m6!1s0x3bcb9778c36c969d:0x8f1f895e29cb1fce!8m2!3d17.4249828!4d78.4381711!16s%2Fg%2F11ff55b5sj!19sChIJnZZsw3iXyzsRzh_LKV6JH48?authuser=0&hl=en&rclk=1,"Plot no 17, Banjara Hills Rd Number 3, UBI Colony, SBI Executive Enclave, Green Valley, Banjara Hills, Hyderabad, Telangana 500032",090001 11543,,4.3,"4,954","CCFQ+X7 Hyderabad, Telangana",· Opens 12:30 pm; Wednesday 12:30 pm–12 am; Thursday 12:30 pm–12 am; Monday 12:30 pm–12 am; Tuesday 12:30 pm–12 am,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Levant® Restaurant,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Levant%C2%AE+Restaurant&per_page=5,,,,,,,,,,,,
Tambo,Banjara Hills,restaurants,https://www.google.com/maps/place/Tambo/data=!4m7!3m6!1s0x3bcb91000547357d:0xa505a54b255e2c92!8m2!3d17.4291998!4d78.4189681!16s%2Fg%2F11msw7wqgt!19sChIJfTVHBQCRyzsRkixeJUulBaU?authuser=0&hl=en&rclk=1,"Plot No 49, Park View Enclave, Jubilee Hills, Hyderabad, Telangana 500034",080195 61100,,4.5,548,"CCH9+MH Hyderabad, Telangana",· Opens 11:30 am; Wednesday 11:30 am–11 pm; Thursday 11:30 am–11 pm; Friday 11:30 am–12 am; Saturday 11:30 am–12 am; Sunday 11:30 am–11 pm; Monday 11:30 am–11 pm; Tuesday 11:30 am–11 pm,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Tambo,SEC_EDGAR; Wikidata,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Tambo&per_page=5,Tambov,0001997652,Russia,,,,https://visit-tambov.ru/,,,,,
RIKA,Banjara Hills,restaurants,https://www.google.com/maps/place/RIKA/data=!4m7!3m6!1s0x3bcb91bf6c5b1421:0x15264ae561193036!8m2!3d17.4248087!4d78.4295882!16s%2Fg%2F11f9zs3_qj!19sChIJIRRbbL-RyzsRNjAZYeVKJhU?authuser=0&hl=en&rclk=1,"Mezzanine Floor, Park Hyatt, near Sri Nagar Colony, Sri Nagar Colony, Kamalapuri Colony, Banjara Hills, Hyderabad, Telangana 500034",,,4.3,116,"CCFH+WR Hyderabad, Telangana",· Closes 3 am · Reopens 12:30 pm; Tuesday 12:30–3:30 pm; Wednesday 12:30–3:30 pm; Thursday 12:30–3:30 pm; Friday 12:30–3:30 pm; Saturday 12:30–3:30 pm; Sunday 12:30–3:30 pm; Monday 12:30–3:30 pm,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,RIKA,SEC_EDGAR; Wikidata,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=RIKA&per_page=5,Rika Izumi,0001454144,United States,,,,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001454144,,,,,
All Seasons Restaurant,Banjara Hills,restaurants,https://www.google.com/maps/place/All+Seasons+Restaurant/data=!4m7!3m6!1s0x3bcb97007551e2e9:0x9083e25eb369d722!8m2!3d17.4251075!4d78.4384603!16s%2Fg%2F11vz4_0pgc!19sChIJ6eJRdQCXyzsRItdps17ig5A?authuser=0&hl=en&rclk=1,"no. 8-2-3341, Banjara Hills Rd Number 3, above seasons xprs, opp. Levant restaurant, SBI Executive Enclave, Green Valley, Banjara Hills, Hyderabad, Telangana 500034",081210 28034,,4.2,886,"CCGQ+29 Hyderabad, Telangana",· Opens 11:30 am,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,All Seasons Restaurant,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=All+Seasons+Restaurant&per_page=5,,,,,,,,,,,,
Chutneys,Banjara Hills,restaurants,https://www.google.com/maps/place/Chutneys/data=!4m7!3m6!1s0x3bcb90cb4fc8e865:0xeaa0a5996d36745!8m2!3d17.4263956!4d78.4474962!16s%2Fg%2F1tdbp9zh!19sChIJZejIT8uQyzsRRWfTllkKqg4?authuser=0&hl=en&rclk=1,"Shilpa Arcade, 8-2-248/A B-1, Ground Floor, Rd Number 3, Banjara Hills, Hyderabad, Telangana 500082",078939 48484,,4.1,"18,249","CCGW+HX Hyderabad, Telangana",· Opens 9:30 am,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Chutneys,Wikidata,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Chutneys&per_page=5,Q12306360,,,,,,,,,,,
Kapoor's Cafe,Banjara Hills,restaurants,https://www.google.com/maps/place/Kapoor%27s+Cafe/data=!4m7!3m6!1s0x3bcb97c0c93c36e7:0x2f6d13e0000ebe7a!8m2!3d17.4121442!4d78.4495106!16s%2Fg%2F11s4_mk10n!19sChIJ5zY8ycCXyzsRer4OAOATbS8?authuser=0&hl=en&rclk=1,"5th floor, Krishe Amethyst, Banjara Hills Rd Number 1, Banjara Hills, Hyderabad, Telangana 500034",081790 51155,,4.2,"2,244","CC6X+VR Hyderabad, Telangana",Saturday 11:30 am–4 pm; 6:30 pm–12 am; Sunday 11:30 am–4 pm; 6:30 pm–12 am; Monday 11:30 am–4 pm; 6:30 pm–12 am,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Kapoor's Cafe,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Kapoor%27s+Cafe&per_page=5,,,,,,,,,,,,
Spice 6 The Arab Villagio,Banjara Hills,restaurants,https://www.google.com/maps/place/Spice+6+The+Arab+Villagio/data=!4m7!3m6!1s0x3bcb9725de530991:0xdbd884a72bbe88ae!8m2!3d17.4118571!4d78.4356501!16s%2Fg%2F11dxl6v_jv!19sChIJkQlT3iWXyzsRroi-K6eE2Ns?authuser=0&hl=en&rclk=1,"Road No. 12, beside Ashley Furniture, Anand Banjara Colony, Banjara Hills, Hyderabad, Telangana 500028",081215 51613,,4.2,"7,499","CC6P+P7 Hyderabad, Telangana",Wednesday 12–11:45 pm; Thursday 12–11:45 pm; Friday 12–11:45 pm; Saturday 12–11:45 pm; Sunday 12–11:45 pm; Monday 12–11:45 pm; Tuesday 12–11:45 pm; · Opens 9:30 am,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Spice 6 The Arab Villagio,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Spice+6+The+Arab+Villagio&per_page=5,,,,,,,,,,,,
T HOMES INFRA PRIVATE LIMITED,Banjara Hills,real estate builders,https://www.google.com/maps/place/T+HOMES+INFRA+PRIVATE+LIMITED/data=!4m7!3m6!1s0x3bcb9737e4038e9f:0xcb609b5821acadb1!8m2!3d17.4242362!4d78.4255312!16s%2Fg%2F11s3qd2w86!19sChIJn44D5DeXyzsRsa2sIVibYMs?authuser=0&hl=en&rclk=1,"Flat No : 8-2-120/77/4B, 3rd floor, NVR Towers, Road No. 2, opp. NTR Memorial Trust Blood Bank, Banjara Hills, Hyderabad, Telangana 500034",,,4.8,307,"CCFG+M6 Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,T HOMES INFRA PRIVATE LIMITED,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=T+HOMES+INFRA+PRIVATE+LIMITED&per_page=5,,,,,,,,,,,,
Sri Aditya Homes Private Limited,Banjara Hills,real estate builders,https://www.google.com/maps/place/Sri+Aditya+Homes+Private+Limited/data=!4m7!3m6!1s0x3bcb972c621e321f:0xe893ce83d9d56877!8m2!3d17.4243924!4d78.4371093!16s%2Fg%2F1tfg63cf!19sChIJHzIeYiyXyzsRd2jV2YPOk-g?authuser=0&hl=en&rclk=1,"House No. 8-2, 332/8/A, Banjara Hills Rd Number 3, near TV9 Office/Green Mosque, UBI Colony, Green Valley, Banjara Hills, Hyderabad, Telangana 500034",,,4.6,213,"CCFP+QR Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Sri Aditya Homes Private Limited,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Sri+Aditya+Homes+Private+Limited&per_page=5,,,,,,,,,,,,
SHASHWITA DEVELOPERS PVT LTD,Banjara Hills,real estate builders,https://www.google.com/maps/place/SHASHWITA+DEVELOPERS+PVT+LTD/data=!4m7!3m6!1s0x3bcb91a838f5096b:0xbacc079e0c16eaca!8m2!3d17.424508!4d78.4386634!16s%2Fg%2F11t8db9wjt!19sChIJawn1OKiRyzsRyuoWDJ4HzLo?authuser=0&hl=en&rclk=1,"8-2-334, 12, Banjara Hills Rd Number 3, Green Valley, Banjara Hills, Hyderabad, Telangana 500034",094928 01234,,4.4,78,"CCFQ+RF Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,SHASHWITA DEVELOPERS PVT LTD,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=SHASHWITA+DEVELOPERS+PVT+LTD&per_page=5,,,,,,,,,,,,
Green City Estates,Banjara Hills,real estate builders,https://www.google.com/maps/place/Green+City+Estates/data=!4m7!3m6!1s0x3bcb979c391422e1:0x9ceb83f78d1c77df!8m2!3d17.4145221!4d78.4487323!16s%2Fg%2F11jlhhd94j!19sChIJ4SIUOZyXyzsR33ccjfeD65w?authuser=0&hl=en&rclk=1,"8-2-624, 302, Road No. 10, Avenue 4, Banjara Hills, Hyderabad, Telangana 500034",077118 81153,https://greencityestates.co.in,4.9,127,"CC7X+RF Hyderabad, Telangana",· Opens 10:30 am; Wednesday 10:30 am–6:30 pm; Thursday 10:30 am–7 pm; Friday 10 am–6:30 pm; Saturday 10:30 am–6:30 pm; Sunday 10:30 am–6:30 pm; Monday 10:30 am–6:30 pm,,,,Welcome to Green City Estates,Several prestigious layouts were designed and built with recreation facilities and greenery in 30 years.,,,,,,,https://www.youtube.com/iframe_api,,https://greencityestates.co.in/contact-us.html,https://greencityestates.co.in/about-us.html,,,,2011,,,,2026-07-01T01:42:59.454149,Green City Estates,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Green+City+Estates&per_page=5,,,,,,,,,,,,
Riddhi Builders & Developers,Banjara Hills,real estate builders,https://www.google.com/maps/place/Riddhi+Builders+%26+Developers/data=!4m7!3m6!1s0x3bcb99dd14622307:0xa2bf3c707bc39a17!8m2!3d17.4145754!4d78.4490046!16s%2Fg%2F11b6jgmr98!19sChIJByNiFN2ZyzsRF5rDe3A8v6I?authuser=0&hl=en&rclk=1,"Flat no 201, 2 nd Floor, Sri durga towers, Riddhi Builders & Developers, Road No. 10, Banjara Hills, Hyderabad, Telangana 500034",095734 71623,,4.7,77,"CC7X+RJ Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Riddhi Builders & Developers,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Riddhi+Builders+%26+Developers&per_page=5,,,,,,,,,,,,
